naslov,autor,kategorija,izdavac,godina_izdanja,broj_strana,povez,format,opis,cena
HERCOG,Sol Belou,ROMAN,NOVA KNJIGA BG NOVA KNJIGA PG,2016,369,Tvrd,13x20,"Hercog, istaknuti akademik, filozof istorije romantičarskih ideja, koji je dvaput doživio neuspjeh kao muž  i nesigurni ljubavnik, živi u eri kulture kao spektakla. U romanu, on osporava uslove dostupne stvarnosti, pokušavajući da pronađe ""novi pogled na moderna stanja, koji bi pokazao kako život može da se živi sa obnavljanjem univerzalnih povezanosti; preokretanje posljednjih romantičarskih grešaka o jedinstvenosti sopstva"". Ključni pasus ga postavlja u središte američkog stanja i kasne moderne misli. Zašto, pita on, osjeća svoj neobuzdani unutrašnji poremećaj?",1071.0
TRI SENE,Siril Pedrosa,STRIP,KOMIKO,2016,268,Broš,17x24,"Priča o ljubavi i žrtvi, plemenitosti i neustrašivosti...Pedrosa je neobičan i snažan pripovedač.",1287.0
VOLETI SE ŠIROM OTVORENIH OČIJU,Horhe Bukaj,ROMAN,PI PRESS,2016,250,Broš,13x20,"Čudna greška servisa za elektronsku poštu spaja jednog čoveka i jednu ženu. Roberto, neženja i priličan ženskaroš, pomalo umoran od svog monotonog života, na misteriozan način biva upleten u prepisku između dvoje psihologa, Laure i Fredija, koji govore o zaljubljenosti i ljubavi, mogućnostima održavanja veze, veri u ideale, ali i o nedostatku ljubavi, opsednutosti idealizovanim predstavama, divljenju koje prerasta u zavist.",891.0
STALJINOVA LJUBAVNICA,Marek Halter,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2016,312,Broš,14.5x20.5,"Jun 1950. godine. Pod izgovorom da se bori protiv antiameričkog delovanja, Makartijeva komisija u žestokom „lovu na veštice“ uništava karijere i živote nedužnih. Jedna od optuženih je i Marija Ejpron, koja je navodno ušla u Sjedinjene Države s lažnim pasošem i ubila američkog tajnog agenta u misiji u Sovjetskom Savezu. Marija počinje saslušanje zapanjujućim otkrićem: da, upoznala je Staljina dok je bila glumica moskovskog pozorišta, bila mu je i ljubavnica... Da bi pobegla od diktatora, našla se u Birobidžanu, jevrejskoj autonomnoj oblasti koju je Staljin osnovao u Sibiru, gde je pronašla ljubav svog života, američkog lekara Majkla Ejprona.",934.0
SA CRNJANSKIM U LONDONU,Dragan Aćimović,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",SLUŽBENI GLASNIK,2016,100,Broš,12x19,"Sa Crnjanskim u Londonu je potresno svedočanstvo o životu pisca Seoba u tuđini, i, istovremeno, knjiga bezuslovne ljubavi prema poeziji i velikom Pesniku koga naša Dijaspora, obuzeta politikom, siromašna ili otcepljena od kulture, nije mogla, ni znala, ni htela da prihvati, da mu omogući pristojan život i rad. Knjiga o prijateljstvu dva politička emigranta, ali prevashodno pesnika, koji o politici govore tek usput, anegdotski, sa neskrivenom porugom: njihov je život okrenut ka nečem što je od politike neuporedivo lepše, važnije i trajnije...",297.0
CRNIČANI,Miodrag Stojković,DOMAĆI ROMAN,VUKOTIĆ MEDIA,2016,328,Broš,14.5x20.5,"Svetski poznati genetičar prof. dr Miodrag Stojković napisao je – roman. Sadržaj nije, kao što bi mnogi očekivali, ono čime se on godinama uspešno bavi – veštačka oplodnja i rađanje dece. Nije ni kloniranje, za šta je on prvi na svetu dobio “dozvolu”. Ne, to je uzbudljiva, dramatična, fascinantna i nepoznata priča o kolonizaciji Srba iz južne Srbije na jug Makedonije, početkom prošlog veka, u čijem vrtlogu se našla i Stojkovićeva porodica. Zato je ovo jedna vrsta autobiografskog romana, sa istorijskom podlogom, vrlo vešto ispletena, uz obilje činjenica i neistraženih sfera života tamošnjih stanovnika. Opisan je ceo jedan vek rađanja, umiranja, ljubavi, ratovanja, trgovine, suživota sa Turcima, Makedoncima, Grcima i Bugarima.",630.0
LUTALICE I TOM,Knut Hamsun,KLASICI,L.O.M.,2016,256,Broš,12x21,"""Lutalice"" su najobimniji Hamsunov roman, saga o odrastanju i prijateljstvu, o ljubavi i avanturama mladog čoveka sa norveškog severa.",980.0
CRVENDAĆ,Ju Nesbe,TRILERI/MISTERIJE,LAGUNA,2008,512,Broš,13x20,1944: U rovovima kraj Lenjingrada gine norveški dobrovoljac Danijel. U jednoj bečkoj bolnici se ranjeni vojnik predstavlja kao Danijel. Između njega i bolničarke Helene rađa se ljubav.,1079.0
KURS ČUDA ZA POČETNIKE,Alen Koen,EZOTERIJA,LEO COMMERCE,2016,216,Broš,15x23,OVLADAVANJE PUTOVANJEM OD STRAHA DO LJUBAVI,831.0
MOJA BORBA II tom,Karl Uve Knausgor,"BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",BOOKA,2016,599,Broš,13x20,"Drugi tom Moje borbe Karl Uvea Knausgora roman je o ljubavi i prijateljstvu, roditeljima i deci, o pisanju kao spasu od banalnosti, a iznad svega o bolno iskrenom i bespoštednom suočavanju sa sopstvenim demonima.",1257.0
SEME LJUBAVI,Ljiljana Predić,DOMAĆI ROMAN,OTVORENA KNJIGA,2016,181,Broš,13x20,"""Zašto naslov Seme ljubavi?",594.0
ZAVERA BUDALA II IZDANJE,Džon Kenedi Tul,ROMAN,CLIO,2015,471,Tvrd,13x20,"Delo koje je odmah po objavljivanju 1972. godine dočekano kao pravo otkriće. Kritika ga je ocenila kao svojevrsnu antitezu Volterovom Kandidu, a roman je odredio i svoga pisca kao pripadnika malobrojne ali dragocene porodice takozvanih „pisaca jednog romana“. Glavni junak, Ignaciје Rajli iz Nju Orleansa je intelektualac britke ali destruktivne inteligencije i grotesknog tela u istoj takvoj odeći, nezainteresovan za ljubav, standardno zaposlenje i uobičajene karijere. Ovaj pobunjenik protiv svega i svih, razapet između morala i pragmatizma, varira od tragikomičnog lika koji izaziva sažaljenje i smeh, do negativca. Dok njegovi rezoni nisu lišeni razuma, način na koji ih sprovodi jeste, čime autor stvara parodijsku sliku društva i karikiranje uzaludnih revolucija. Sjajna, izazovna farsa falstafskih razmera verovatno da je najpribližniji opis ovog blistavog romana.",990.0
U PRAVOM TRENUTKU,Lusi Robinson,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2016,320,Broš,14.5x20.5,"Osmeh na lice,  vreme je za ljubav!",934.0
ARLERI,Edmon Bodoen,STRIP,KOMIKO,2015,105,Tvrd,17x24,"""Kroz razgovor koji vode ostareli slikar i njegov model, umetnik se bavi promišljem svega što zna o ljubavi i, vrlo konkretno, odnosu koji muškarci i žene imaju u sferi ljubavnog doživljaja i telesne ljubavi.",1188.0
SAMAC U BRAKU,Milica Jakovljević Mir-Jam,DOMAĆI LJUBAVNI ROMAN,MIBA BOOKS,2015,405,Tvrd,14.5x20.5,"Centralne ličnosti u ovom ljubavnom romanu su nežna, plava Beograđanka Ljiljana, i, palanački advokat Radmilo Tomić.",841.0
NA IVICI SEĆANJA,Dž. L. Armentraut,TRILERI/MISTERIJE,LAGUNA,2015,352,Broš,13x20,"Samanta je stranac u vlastitom životu. Do noći kada je nestala sa svojom najboljom prijateljicom Kesi, Sam je imala sve – bila je popularna među vršnjacima, zabavljala se sa dečkom iz snova, i uvek je imala dovoljno para za sve što poželi. Međutim, to što je izgubila pamćenje pokazuje se pre kao dobitak na lutriji nego gubitak jer, dok polako rekonstruiše svoj pređašnji život, počinje da shvata kako više ne želi da ga vrati. Sada ima novu šansu da bude bolja ćerka, sestra, i prijateljica. Kada uzvrati ljubav momku koji ju je oduvek voleo, otkriva koliko može biti srećna.",899.0
ALFAMA,Danijel Čehranov,DOMAĆI ROMAN,ČIGOJA ŠTAMPA,2015,108,Tvrd,13x20,"Teško je reći u jednoj rečenici šta je tema ovog romana. Možda bi napribližnije bilo reći - jedan život, ili jedan pogled na slobodu, ali to su tolike veličine da opet ne otkrivaju ništa. Moglo bi se takođe reći da je ovaj roman o odlukama i njihovim posledicama, kao i što bi se moglo reći da je ovo roman o ljubavi, o mnogo ljubavi, različitih i onih koje se ne mogu prećutati, jer ostavljaju tragove na ljudsku dušu i njen konačni oblik.",649.0
SEKS I GRAD,Kendas Bušnel,CHICK LIT - ROMANTIČNA KOMEDIJA,VULKAN IZDAVAŠTVO,2015,264,Broš,14.5x20.5,"Zavirite u svet njujorške elite, čije nam ponekad šokantne a često neverovatno smešne ljubavne navike razotkriva autorka koja i sama pripada tom glamuroznom svetu povlašćenih. Kendas Bušnel nas u svojim duhovitim i surovo iskrenim pričama upoznaje sa mladim i lepim Njujorčankama, koje naizgled imaju sve... Razotkrivajući neuobičajene obrasce ponašanja, pre svega seksualne navike bogatih i uspešnih stanovnika Menhetna, Kendas Bušnel je stvorila modernu hroniku društva koje ima sve, ali u kojem ipak niko nije u potpunosti zadovoljan svojim životom. Njene junakinje naoružane su debelim računima u banci, dizajnerskom garderobom i Manolo Blahnik cipelama, uživaju u burnom njujorškom noćnom životu i glamuroznim dešavanjima, ali ipak sve one tragaju za, među njima već odavno prezrenom, najbanalnijom stvari na svetu.",934.0
NAMEŠTALJKA,Malkolm Rouz,TINEJDŽ I YA ROMAN,ODISEJA,2015,200,Broš,13x20,"Svet se promenio. U neodređenoj budućnosti, Engleska je savršeno uređena zemlja u kojoj je ljudska sudbina postala mnogo izvesnija. Napredna tehnologija olakšava svakodnevno funkcionisanje, ali i donošenje važnih odluka. Vlasti posle pete godine uzimaju decu od roditelja, odgajaju ih, biraju im zanimanja u skladu sа sposobnostima, biraju im partnere s kojima će dobiti najuspešnije potomstvo. Ljubav, želje, kao i sve ostalo što nema racionalno opravdanje ili upotrebnu vrednost, smatra se zastarelim, suvišnim i nebitnim. Na ljudima je samo da budu poslušni i revnosno ispunjavaju svoje dužnosti. Čak se i buntovništvo može upotrebiti za opšte dobro: oni koji vole da postavljaju pitanja i koji ne misle da su stvari onakve kakvima se čine na prvi pogled mogu postati, na primer, odlični detektivi.",445.0
KAKO BITI PARIŽANKA GDE GOD DA SI,"An Berest, Karolin Megre, Odri Duan, Sofi Mas",MODA,LAGUNA,2015,258,Broš,13x20,"Ljubav, stil i loše navike.",1079.0
ZAUVEK,Tamara Kučan,DOMAĆI LJUBAVNI ROMAN,URBAN ART,2015,265,Broš,13x20,"Roman Zauvek je priča o Beogradu, snovima, rastancima, velikoj i prvoj ljubavi. Zauvek nam postavlja pitanje: da li je bilo šta na ovom svetu zauvek? Da li u nekim ljudima zauvek ostanemo, iako više nisu uz nas? Da li postoji apsolutna ljubav i sloboda? Ljubav i ponos, sadašnjost i prošlost, nove i stare ljubavi, samo su neki od problema kroz koje prolaze glavni junaci.",792.0
MALI PRINC LUX,Antoan de Sent Egziperi,ROMANI I PRIČE ZA DECU OD 10 DO 12 GODINA,VULKAN IZDAVAŠTVO,2015,112,Tvrd,24x30,"Mali princ je knjiga za male i velike... Napisana poput bajke, ona otkriva utopijski svet kroz priču o dečaku dospelom sa udaljene i sićušne planete i njegovom traganju za odanošću i ljubavi.",1104.0
JUGOSLOVENSKE HRONIKE,Alvaro Gera,ISTORIJA,PAIDEIA,2015,76,Broš,11x17,"Ova knjiga, nevelikog obima, nagrađena 1997. uglednom Nagradom Portugalskog udruženja kniževnika, napisana mastilom ljubavi i perom no­stalgije, ali bez imalo patetike, može se čitati i kao priručnik i poučnik za sve one koji i danas odbijaju da se pomire sa okamenjenim atavizmima, sa fantomima istorije. „Nijedan narod ne sme da nosi anatemu zbog zločina počinjenog u njegovo ime“, piše Alva­ro Gera. Ali za razliku od mnogih bivših Jugoslovena, koji se odriču svog porekla, jezika i duhovnog nasleđa, jedan pisac, iz daleke zemlje, svedoči o tome da čovek može ostati veran i onome što je izgubio.",247.0
ODUVEK,Tamara Kučan,DOMAĆI LJUBAVNI ROMAN,URBAN ART,2015,381,Broš,13x20,Finalni deo čuvene ljubavi između Jane Petrov i Stevana Popovića .,1009.0
TRI MARIJE,Rakel de Keiroz,ROMAN,ŠTRIK,2015,182,Broš,13x20,"Rakel de Keiroz je najznačajnija brazilska književnica, a roman „Tri Marije“ smatra se njenim najuzbudljivijim delom. To je priča o ljubavi koja ne pita i ne prašta, koja daje život i odvodi u smrt, saga o prijateljstvu i tajnama koje nosimo u sebi ceo život kao ličnu bol. Roman prati odrastanje i sazrevanje Marije Auguste, devojčice prerano ostale bez majke i kao i mnoge njene vršnjakinje, poverene na staranje i vaspitanje časnim sestrama u katoličkoj školi, gde upoznaje druge dve Marije, Mariju da Gloriju i Mariju Žoze. One postaju prijateljice za ceo život, tri zvezde iz sazvežđa Tri Marije, tri životna principa. Hoće li Marija koja pređe granice biti srećnija od one koja se povinuje društvenim normama? Istovremeno, autorka preispituje uticaj obrazovanja, književne literature i tradicionalističkog nasleđa na život žene.",891.0
PRIČA O DVA GRADA,Čarls Dikens,KLASICI,OTVORENA KNJIGA,2015,273,Tvrd,14.5x20.5,"U klasičnoj priči Čarlsa Dikensa o Francuskoj revoluciji, Lusi Manet i njena porodica žive mirno u Londonu, sve dok ih revolucija ne odvuče u Pariz, u centar opasnih zbivanja. Njena borba za muževljevu slobodu i žrtvovanje Sidnija Kartona adaptirani su za mlade čitaoce. Od mirnog života u Londonu do nemira u Parizu, ljubav, odanost i prijateljstvo stavljeni su na probu...",1386.0
VINO MLADOSTI,Džon Fante,PRIPOVETKE,L.O.M.,2015,234,Broš,14.5x20.5,"""Vino mladosti ""najbolji je uvod u čitanje Fantea. Većinu priča u ovoj knjizi Fante je napisao u svojim dvadesetim godinama, kada je živeo sam u Los Anđelesu, upijao taj veliki grad i doživeo svoju prvu veliku ljubav, opisanu u nezaboravnom romanu Upitaj prah. Fanteovi uzori bili su Hamsun i Dostojevski, oni su ga nadahnuli da piše i uticali na njegov osobeni stil",980.0
PROŠIRENJE PODRUČJA BORBE,Mišel Uelbek,ROMAN,BOOKA,2015,144,Broš,13x20,"Dve godine su prošle otkako je glavni junak ovog romana, perspektivni tridesetogodišnji programer zaposlen u prestižnoj kompaniji, okončao jedinu dugu vezu u svom životu. Ljubavni život mu i nedostaje i ne nedostaje, jer je apsolutno svestan da su ga i te žene doživljavale prvenstveno kao utešnu nagradu. Druženje sa zlosrećnim kolegom Tiseranom uveriće ga, međutim, da i od lošeg postoji gore – da postoje oni koji, jednostavno, nisu u milosti ženskog roda i na ljubavnom planu su osuđeni na tragičan početak, tragičan tok i tragičan kraj. I njih dvojica, različiti a ipak slični, žive u tom svetu u kojem je seksualnost odvajkada bila svojevrstan zaseban sistem društvene hijerarhije, sa svim nepravdama i patnjama koje socijalno raslojavanje nosi.",801.0
SEDMI DAN KOŠAVE,Mihajlo Pantić,DOMAĆE PRIČE I PRIPOVETKE,ARHIPELAG,2015,152,Tvrd,14.5x20.5,"Knjiga Sedmi dan košave je središnji član Pantićeve novobeogradske trilogije koja je započeta u pričama iz knjige Novobeogradske priče i u jednoj formi uobličena u pričama iz knjige Ako je to ljubav. U pričama Mihajla Pantića iz knjige Sedmi dan košave ukazuje se postojan, jasno izgrađen svet čija je težišna osa Novi Beograd sa svojim konkretizovanim, stvarnim i postvarenim likovima, prizorima i figurama susreta. Novi Beograd je u ovoj knjizi oblikovani prostor pripovedanja i svet osvojen za priču, ali u iskustvu čuda ili ljubavi, dosade ili praznine kakvo osećaju mnogi Pantićevi junaci može se prepoznati svim bićem i čitalac koji ne nosi u sebi iskustvo Novog Beograda.",836.0
VEJTE SNEGOVI,"Džon Grin, Morin Džonson, Loren Mirakl",TINEJDŽ I YA ROMAN,URBAN READS,2015,300,Broš,14.5x20.5,"Svetlucavi snežni smetovi, pokloni u ukrasnom papiru i šarene lampice što blistaju u noći dok unaokolo veje sneg. Mećava na Badnje veče pretvoriće jedan dražestan gradić u romantično utočište kao s filmskog platna! Bar donekle… Kad voz ostane nasukan u snežnoj vejavici i završite u nedođiji u gluvo doba noći, ne očekujete da se vaše muke okončaju slasnim poljupcem šarmantnog neznanca. I ko bi pomislio da će neustrašivo bazanje kroz snežne smetove, kako biste usred božićne noći prezalogajili neodoljivo sočne slane vafle s istopljenim sirom, doneti ljubav prijatelja starog? Ili da put ka istinskoj ljubavi počinje nehumano ranom jutarnjom smenom u kafiću, i to u osvit prvog dana Božića?",809.0
TRAGOVIMA MOGA PSA,"Ratko Božović, Marijana Rajić",DOMAĆE PRIČE I PRIPOVETKE,ČIGOJA ŠTAMPA,2015,320,Broš,13x20,"Koautori, uz bezrezervnu podršku i jednaku zaslugu autora novih priča iznova poručuju da je uloga pasa u našim životima ne samo pitanje uzajamne razmene emocija već i važno pitanje urbaniteta uz realan osvrt na stanje u društvu. Novinari, lekari, profesori univerziteta, glumci, književnici, umetnici, veterinari, sportisti, zaštitari životinja i drugi, opet su na zajedničkom zadatku. Svako na svoj način uz mnogo ljubavi, iskrenosti i posvećenosti, kao najvažnijih sastojaka ovog suživota. Otkrivajući tragove koje psi u njihovim životima ostavljaju a kojima zajedno koračaju, svoje priče pričaju Danica Vučenić, Vanja Bulić, Mirjana Bobić Mojsilović, Tanja Petrović, Davorin Darko Ribnikar, Dragutin Backo Gregorić, Cvijeta Mesić, Ivana Vrdoljak Vanna, Dragan Jovanović, Aleksandar Tešić, Vanja Milačić, Ivan Tokin i mnogi drugi ljubitelji čovekovog najstarijeg i najvernijeg prijatelja iz životinjskog carstva.",990.0
KAKO UBITI MONIKU,Kendas Bušnel,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2015,280,Broš,14.5x20.5,"Autorka bestselera Seks i grad nadmašila je sebe u ovoj neodoljivo zabavnoj priči o slavi, ljubavi i naivnosti koja će očarati čitaoce i držati ih nasmejanim sve do poslednje scene.",934.0
ŠALU NA STRANU,Nik Hornbi,LJUBAVNI ROMAN,VULKAN IZDAVAŠTVO,2015,328,Broš,14.5x20.5,"Ljubav treba da bude odvažna, jer u protivnom sasvim sigurno gubite: muškarac koji ne može da kaže ženi da je voli, po samoj prirodi stvari, te žene nije ni dostojan.",934.0
A KO SI TI AUTOMONOGRAFIJA PREDRAGA MIKIJA MANOJLOVIĆA,Predrag Miki Manojlović,"DOMAĆE BIOGRAFIJE, MEMOARI, DNEVNICI, PISMA",SLUŽBENI GLASNIK,2015,351,Broš,13x20,"Knjiga o Mikiju Manojloviću nije klasična monografija. Ona, čak, nosi podnaslov automonografija jer je satkana od više od 60 intervjua koje je slavni glumac dao raznim medijima u poslednjih 25 godina. U njima je Manojlović sve rekao: o glumi, filmu, pozorištu, kulturnim prilikama, kulturnim radnicima, svetskim zvezdama, ljubavi, prijateljstvu… Manojlović je, tako, celog sebe izneo na scenu, predstavio se vatrometom sjajnih ideja i mudrih, doslednih stvaralačkih stavova. Zato je, posle otkrivanja sebe i pokazujući evo, ja sam to i postavio svim drugim pitanje A ko si ti?",674.0
MRAVAC MRAV,Jelica Greganović,UZRAST OD 3 DO 6 GODINA,LAGUNA,2015,40,Broš,20x20,Majušni junaci sićušnog sveta vode vas u veliku priču o još većoj ljubavi.,629.0
ZRNA,Angelina Dimitrijević,DOMAĆE PRIČE I PRIPOVETKE,IA NOVA POETIKA ARGUS BOOKS&MAGAZINES,2015,110,Broš,14.5x20.5,"Romantičnu bajku o ciganki Zrni i njenom Emilijanu mlađem pročitala sam u dahu. I nije mi smetalo što nema uobičajenih i dramaturški preporučenih zlih prepreka na putu ostvarenja ljubavi. Nije mi smetalo što je sve dobro i lepo i mirno i onako kako bi trebalo uvek da bude. Konačno, sama spisateljica je na početku postavila tu rozlu boju kao filter kroz koji gledamo tu zamagljenu prošlost. Pomislila sam, toliko zla ima u svemu što vidimo, gledamo, čitamo i čujemo sa svih medija, da smo zaboravili da može da se uživa i prihvati naša osnovna istina – da smo mi dobrota i lepota, a ne zlo. I hvala Angelini što je svojim junacima darovala sreću, mir, ljubav, blagostanje, sreću koju su konačno zaslužili samim svojim postojanjem.",495.0
SETOV ZAVET,Sonja Besford,DOMAĆI ROMAN,GEOPOETIKA,2015,168,Broš,13x20,"Biti pisac (u) dve kulture, dvojstvo je koje traži izuzetnost. Književnost takvih dualizama često pripada obema, a istovremeno je u svojevrsnom limbu. Sonja Besford iz njih stvara novi amalgam hitre radnje i mudrih misli, ali i postavlja zamke prividnog žanra evropske modernosti i balkanske, ali i svetske, mistike ukorenjene u folklor i pagansko. Rezultat je sasvim osoben: Setov zavet je knjiga o ljubavi, o seksu oslobođenom u jeziku, o stvarnosti koja živi svoj život neuhvatljivih duhova i nepoznatih sila.",825.0
MAGIČNI KOVČEG BAJKI,"Filip Pulman, Majkl Morpurgo, Džeklin Vilson, Alan",ROMANI I PRIČE ZA DECU OD 7 DO 9 GODINA,PROPOLIS BOOKS,2015,222,Broš,14.5x20.5,Stvorenja u magičnim šumama i najmlađi brat sa krilom labuda. Dvorac dvanaest sestara koji krije jednu tajnu i jedna sasvim obična salata koja ima moć da odredi nečiju sudbinu. Raspuknuto ogledalo koje iskrivljuje stvarnost i krhotine zarivene u dečje srce. Moć ljubavi kao univerzalno oružje protiv zla.,891.0
KOCKAR,Fjodor Mihajlovič Dostojevski,KLASICI,NOVA KNJIGA BG NOVA KNJIGA PG,2012,168,Tvrd,14.5x20.5,"Obimom malen, ali izuzetan roman Fjodora Mihajloviča Dostojevskog. Roman koji govori o trima temama koje se međusobno prepliću. Govori o temi kockarske strasti, temi Rusa u inostranstvu i temi nekoliko ljubavnih odnosa. Kroz život Alekseja Ivanoviča autor je predočio ""pakao kockarnice"" koji je opisan sa mnogo žara i strasti. Aleksej se stidi kocke, ali ne može da se oslobodi tog poroka, jer ga je obuzela strast za rizikom, strast za trenutkom da ponovo dobije. Zaboravlja na svakodnevne sitnice koje su ga činile srećnim i na ljubav voljene Poline. Poslije godinu dana Aleksej shvata da je na pogrešnom putu i odlučuje da se bori...",891.0
INVERZIJA ČULA,Ana Frost,DOMAĆI ROMAN,IA NOVA POETIKA ARGUS BOOKS&MAGAZINES,2015,262,Broš,13x20,"Prošle su decenije od kada sam, kao trinaestogodišnjakinja, uletela bezglavo u pubertet i na Premanturskoj obali u Istri, čitala po prvi put ljubavne romane sa kioska, koje mi je predložila mala Istrijanka Loredana. Ploveći kroz zamršene ljubavno incestuozne odnose junaka romana INVERZIJA ČULA, za trenutak sam ponovo bila na Prematurskoj livadi. Iluzije, snovi, maštarenje i fantazije, Šveđanii, Danci, Srbi i Grci, pravi rudnik za snimanje nekog uzbudljivog filma. Ovaj roman zato ne treba čitati, nego gledati, posmatrati ga kao ljubavnu sagu na velikom platnu, naravno, ne u srpskoj nego blago pomerenoj, holivudskoj režiji, ili možda kao neku dansko-švedsko-američku TV novelu.",792.0
KAD JE NIČE PLAKAO,Irvin Jalom,ROMAN,NOVA KNJIGA BG NOVA KNJIGA PG,2015,334,Broš,14.5x20.5,"Neodoljiva mešavina činjenica i fikcije, drama o ljubavi, sudbini i volji, koja se odigrava u intelektualnom previranju Beča 19 veka, uoči rođenja psihoanalize. Fridrih Niče, najvećni evropski filozof... Jozef Bojer, jedan od očeva psihoanalize... tajni sporazum... mladi stažista, Sigmund Frojd: ovo su elementi koji zajedno čine nezaboravnu sagu o fiktivnom odnosu između neobičnog pacijenta i nadarenog iscelitelja. Ovaj impresivni roman započinje tako što neodoljiva Lu Salome moli Brojera da leči Ničeovo samoubilačko očajanje svojom eksperimentalnom ""terapijom razgovorom"". Kad eminentni lekar oklevajući prihvati taj zadatak, doći će do značajnog otkrića, samo ako se suoči sa sopstvenim unutrašnjim demonima biće u stanju da pomaže svom pacijentu. U ovom romanu koji apsorbuje svu našu pažnju, dva briljantna i zagonetna čoveka proniču u dubine vlastitih romantičnih opsesija i otkrivaju spasilačku moć prijateljstva.",1161.0
TIL ULENSPIGEL,Šarl de Koster,KLASICI,SLUŽBENI GLASNIK,2015,812,Broš,13x20,"Postoje mnoge kaže o Ulenspigelu. Mnoga mesta pričaju da je kroz njih prošao. Dve grobnice se otimaju o slavu da u njima počivaju Ulenspigelovi zemni ostaci. Obe nose isti znamen: sovu s ogledalom, mudrost i lakrdiju. Kroz požutele hronike, kroz prastara predanja, pratimo lutanja i mene iskonskoga lika Ulenspigela. Lutao je kroz mnoge krajeve i izvodio mnoge šeretluke. Izrekao je mnoge pakosti, kroz koje je prosijavala ljubav, mnoge budalaštine, koje su bile mudrije od ohole učenosti. I gde god je prolazio, orio se smeh, koji je bio odjek gorčine. I povest njegova života uvire najzad u neznano, iščezava mu trag, da bi onda ponovo iskrsnuo, izmešan i prožet licima i delima drugih likova i junaka narodnog predanja",1188.0
PISMA ONIMA KOJIH NEMA,Ajona Grej,LJUBAVNI ROMAN,LAGUNA,2015,496,Broš,13x20,Mnogo više od još jedne ljubavne priče.,1169.0
PRIBLIŽAVANJA ATOSU,Rak Pavle,ISTORIJA,GRADAC K,2015,107,Broš,13x20,"Sveta Gora- ni jedna knjižica, ni čitave biblioteke, ne mogu je iskazati, niti se može do dna istražiti čak i dužim ponovljenim boravcima. Prva poseta obično nije mnogo više od neodređenog oduševljenja lepotom svega što srećemo: neba, stena i mora, crkava i njihovi riznica, vedrih monaških lica. Sa drugom i svakom daljom posetom tek otkrivamo šta o Svetoj Gori ne znamo, kakva su nam blaga do tada ostajala zatvorena. I ne samo zato što radi dobrog poznavanja treba preći desetine kilometara svakakvih staza, ni zato što su neki ljudi i neke riznice razbacani po gluvim šumama, a neki se kriju i izbegavaju susrete, nego zato što se u unutrašnju logiku i smisao svetogorskih lepota može ući samo postepeno, po meri uzgajanja u sebi iste one ljubavi koja je cilj celokupnog svetogorskog života...",880.0
PRIVATNI SVET OSMANSKIH ŽENA,Godfri Gudvin,SOCIOLOGIJA,GEOPOETIKA,2015,274,Broš,14.5x20.5,"Godfri Gudvin, jedan od važnih autoriteta na polju osmanističkih studija, osvetljava najmanje istraživanu oblast duge vladavine Osmanlija – život žena. Patrijahalni, muslimanski svet Osmanskog carstva po sebi je već složen kontekst za bavljenje rodnim ulogama, a autor sebi dodatno otežava zadatak pokrivanjem vremenskog opsega od šest vekova. Ipak, krećući se od naseljavanja u Anadoliji, sve do gradskog i dvorskog života u 19. veku, on vešto pokriva najrazličitije aspekte života: od raspodele poslova među članovima porodice, preko tajnih sastanaka ljubavnika do čuvenih harema.",1100.0
VENERINA DELTA,Sandra Zanoto,ROMAN,L.O.M.,2015,206,Broš,12x21,"""Venerina delta"" ubraja se među najbolje italijanske romane 20. veka. Ta delta, koju Sandro Zanoto voli ljubavlju punom nostalgije i tuge zbog njenog propadanja, jer je moderna civilizacija, koju on otvoreno mrzi, napada i uništava, u stvari je glavni protagonista i tema ovog erotsko-magičnog romana o lutanju, a čitalac postepeno biva hipnotički uvučen u radnju i tokove Venerine delte. Zanota su poredili sa čuvenim francuskim piscem Uismansom, a nesumljivo je uticao na delo Umberta Eka.",891.0
KRVAVI TRAG,Ramiz Nani Šaćirović,DOMAĆI ROMAN,KREATIVNA RADIONICA BALKAN,2015,118,Broš,13x20,"…U  romanu „Krvavi trag“, Ramizovi likovi su običan pešterski svijet različitih života i još različitijih sudbina. Uglavnom su baksuzni i nesretni kao glavni junak Salko; „tuđa nafaka“ kao njegov suparnik Omer; jaki kao srce Fatime, glavnog ženski lika, ili, slabi kao njena volja za Omerom. Oni su „boni“ i promjenljive sreće kao junak i tragičar Salko. Zdrava je i održiva ispričana mu ljubav prema nesuđenoj miljenici i voljenoj Fatimi….",594.0
SEBI STRANAC,Selvija Ferizović,DOMAĆI ROMAN,KREATIVNA RADIONICA BALKAN,2015,116,Broš,13x20,"…Roman - SEBI STRANAC na najistinitiji način svedoči o vremenu u kojem živimo i posrnućima kojima smo kao bića izloženi. Ipak, svako od nas u svojoj duši nosi ljubav prema svom zavičaju, svojoj čaršiji, roditeljskom domu i ta nas sećanja čine jakim u vremenima kad smo otrgnuti tuđinom od svojih korena i svog najčistijeg izvora….",495.0
